,State,district,date,confirmed,active,recovered,deceased,DaysFromFirstDate
10768,Maharashtra,Gondia,2020-05-12,1,0,1,0,117
10769,Maharashtra,Hingoli,2020-05-12,61,40,21,0,117
10770,Maharashtra,Jalgaon,2020-05-12,192,139,29,24,117
10771,Maharashtra,Jalna,2020-05-12,16,15,1,0,117
10772,Maharashtra,Kolhapur,2020-05-12,19,10,8,1,117
10773,Maharashtra,Latur,2020-05-12,31,19,11,1,117
10774,Maharashtra,Mumbai,2020-05-12,14947,11878,2513,556,117
10775,Maharashtra,Nagpur,2020-05-12,268,191,75,2,117
10776,Maharashtra,Nanded,2020-05-12,46,42,0,4,117
10777,Maharashtra,Nandurbar,2020-05-12,22,11,9,2,117
10778,Maharashtra,Nashik,2020-05-12,741,604,103,34,117
10779,Maharashtra,Osmanabad,2020-05-12,4,1,3,0,117
10780,Maharashtra,Other State,2020-05-12,41,31,0,10,117
10781,Maharashtra,Palghar,2020-05-12,301,171,118,12,117
10782,Maharashtra,Parbhani,2020-05-12,2,0,1,1,117
10783,Maharashtra,Pune,2020-05-12,2937,1610,1163,164,117
10784,Maharashtra,Raigad,2020-05-12,275,167,98,10,117
10785,Maharashtra,Ratnagiri,2020-05-12,55,48,5,2,117
10786,Maharashtra,Sangli,2020-05-12,38,9,28,1,117
10787,Maharashtra,Satara,2020-05-12,123,90,31,2,117
10788,Maharashtra,Sindhudurg,2020-05-12,6,4,2,0,117
10789,Maharashtra,Solapur,2020-05-12,317,251,47,19,117
10790,Maharashtra,Thane,2020-05-12,2814,2211,578,25,117
10791,Maharashtra,Wardha,2020-05-12,1,0,0,1,117
10792,Maharashtra,Washim,2020-05-12,2,1,1,0,117
10793,Maharashtra,Yavatmal,2020-05-12,98,49,49,0,117
10794,Manipur,Imphal East,2020-05-12,1,0,1,0,117
10795,Manipur,Imphal West,2020-05-12,1,0,1,0,117
10796,Meghalaya,East Khasi Hills,2020-05-12,13,2,10,1,117
10797,Mizoram,Aizawl,2020-05-12,1,0,1,0,117
10798,Odisha,Angul,2020-05-12,15,15,0,0,117
10799,Odisha,Balangir,2020-05-12,2,2,0,0,117
10800,Odisha,Balasore,2020-05-12,57,46,11,0,117
10801,Odisha,Bhadrak,2020-05-12,31,16,15,0,117
10802,Odisha,Boudh,2020-05-12,4,4,0,0,117
10803,Odisha,Cuttack,2020-05-12,3,2,1,0,117
10804,Odisha,Deogarh,2020-05-12,1,0,1,0,117
10805,Odisha,Dhenkanal,2020-05-12,1,0,1,0,117
10806,Odisha,Ganjam,2020-05-12,158,157,0,1,117
10807,Odisha,Jagatsinghpur,2020-05-12,5,5,0,0,117
10808,Odisha,Jajpur,2020-05-12,64,62,2,0,117
10809,Odisha,Jharsuguda,2020-05-12,2,0,2,0,117
10810,Odisha,Kalahandi,2020-05-12,2,0,2,0,117
10811,Odisha,Kendrapara,2020-05-12,9,7,2,0,117
10812,Odisha,Kendujhar,2020-05-12,2,2,0,0,117
10813,Odisha,Khordha,2020-05-12,50,11,37,2,117
10814,Odisha,Koraput,2020-05-12,1,1,0,0,117
10815,Odisha,Mayurbhanj,2020-05-12,9,9,0,0,117
10816,Odisha,Nayagarh,2020-05-12,1,1,0,0,117
10817,Odisha,Puri,2020-05-12,4,3,1,0,117
10818,Odisha,Sundargarh,2020-05-12,16,6,10,0,117
10819,Puducherry,Karaikal,2020-05-12,1,1,0,0,117
10820,Puducherry,Mahe,2020-05-12,2,0,2,0,117
10821,Puducherry,Puducherry,2020-05-12,9,2,7,0,117
10822,Punjab,Amritsar,2020-05-12,298,286,8,4,117
10823,Punjab,Barnala,2020-05-12,21,19,1,1,117
10824,Punjab,Bathinda,2020-05-12,40,40,0,0,117
10825,Punjab,Faridkot,2020-05-12,46,43,3,0,117
10826,Punjab,Fatehgarh Sahib,2020-05-12,56,54,2,0,117
10827,Punjab,Fazilka,2020-05-12,41,41,0,0,117
10828,Punjab,Ferozepur,2020-05-12,44,42,1,1,117
10829,Punjab,Gurdaspur,2020-05-12,121,120,0,1,117
10830,Punjab,Hoshiarpur,2020-05-12,91,81,6,4,117
10831,Punjab,Jalandhar,2020-05-12,197,172,20,5,117
10832,Punjab,Kapurthala,2020-05-12,26,22,2,2,117
10833,Punjab,Ludhiana,2020-05-12,143,129,8,6,117
10834,Punjab,Mansa,2020-05-12,32,26,6,0,117
10835,Punjab,Moga,2020-05-12,59,55,4,0,117
10836,Punjab,Pathankot,2020-05-12,29,17,11,1,117
10837,Punjab,Patiala,2020-05-12,99,77,20,2,117
10838,Punjab,Rupnagar,2020-05-12,54,51,2,1,117
10839,Punjab,S.A.S. Nagar,2020-05-12,102,44,55,3,117
10840,Punjab,Sangrur,2020-05-12,88,85,3,0,117
10841,Punjab,Shahid Bhagat Singh Nagar,2020-05-12,104,85,18,1,117
10842,Punjab,Sri Muktsar Sahib,2020-05-12,65,64,1,0,117
10843,Punjab,Tarn Taran,2020-05-12,158,158,0,0,117
10844,Rajasthan,Ajmer,2020-05-12,235,127,103,5,117
10845,Rajasthan,Alwar,2020-05-12,31,24,6,1,117
10846,Rajasthan,BSF Camp,2020-05-12,42,42,0,0,117
10847,Rajasthan,Banswara,2020-05-12,66,2,63,1,117
10848,Rajasthan,Baran,2020-05-12,3,2,1,0,117
10849,Rajasthan,Barmer,2020-05-12,7,6,1,0,117
10850,Rajasthan,Bharatpur,2020-05-12,119,3,114,2,117
10851,Rajasthan,Bhilwara,2020-05-12,43,3,38,2,117
10852,Rajasthan,Bikaner,2020-05-12,40,1,37,2,117
10853,Rajasthan,Chittorgarh,2020-05-12,142,122,18,2,117
10854,Rajasthan,Churu,2020-05-12,24,9,14,1,117
10855,Rajasthan,Dausa,2020-05-12,27,6,21,0,117
10856,Rajasthan,Dholpur,2020-05-12,21,16,5,0,117
10857,Rajasthan,Dungarpur,2020-05-12,11,6,5,0,117
10858,Rajasthan,Evacuees,2020-05-12,61,0,61,0,117
10859,Rajasthan,Hanumangarh,2020-05-12,12,1,11,0,117
10860,Rajasthan,Italians,2020-05-12,2,0,2,0,117
10861,Rajasthan,Jaipur,2020-05-12,1281,395,826,60,117
10862,Rajasthan,Jaisalmer,2020-05-12,40,6,34,0,117
10863,Rajasthan,Jalore,2020-05-12,14,13,0,1,117
10864,Rajasthan,Jhalawar,2020-05-12,47,6,41,0,117
10865,Rajasthan,Jhunjhunu,2020-05-12,46,4,42,0,117
10866,Rajasthan,Jodhpur,2020-05-12,911,375,520,16,117
10867,Rajasthan,Karauli,2020-05-12,7,3,3,1,117
10868,Rajasthan,Kota,2020-05-12,264,52,201,11,117
10869,Rajasthan,Nagaur,2020-05-12,137,25,109,3,117
10870,Rajasthan,Other State,2020-05-12,2,0,0,2,117
10871,Rajasthan,Pali,2020-05-12,68,46,20,2,117
10872,Rajasthan,Pratapgarh,2020-05-12,4,1,2,1,117
10873,Rajasthan,Rajsamand,2020-05-12,21,19,2,0,117
10874,Rajasthan,Sawai Madhopur,2020-05-12,10,1,8,1,117
10875,Rajasthan,Sikar,2020-05-12,11,6,3,2,117
10876,Rajasthan,Sirohi,2020-05-12,11,11,0,0,117
10877,Rajasthan,Tonk,2020-05-12,142,10,131,1,117
10878,Rajasthan,Udaipur,2020-05-12,224,212,12,0,117
10879,Tamil Nadu,Airport Quarantine,2020-05-12,4,4,0,0,117
10880,Tamil Nadu,Ariyalur,2020-05-12,334,324,10,0,117
10881,Tamil Nadu,Chengalpattu,2020-05-12,386,317,66,3,117
10882,Tamil Nadu,Chennai,2020-05-12,4882,4093,749,40,117
10883,Tamil Nadu,Coimbatore,2020-05-12,146,5,140,1,117
10884,Tamil Nadu,Cuddalore,2020-05-12,395,366,28,1,117
10885,Tamil Nadu,Dharmapuri,2020-05-12,6,5,1,0,117
10886,Tamil Nadu,Dindigul,2020-05-12,111,31,79,1,117
10887,Tamil Nadu,Erode,2020-05-12,70,0,69,1,117
10888,Tamil Nadu,Kallakurichi,2020-05-12,57,47,10,0,117
10889,Tamil Nadu,Kancheepuram,2020-05-12,153,126,26,1,117
10890,Tamil Nadu,Kanyakumari,2020-05-12,27,10,16,1,117
10891,Tamil Nadu,Karur,2020-05-12,51,9,42,0,117
10892,Tamil Nadu,Krishnagiri,2020-05-12,20,20,0,0,117
10893,Tamil Nadu,Madurai,2020-05-12,122,47,73,2,117
10894,Tamil Nadu,Nagapattinam,2020-05-12,45,1,44,0,117
10895,Tamil Nadu,Namakkal,2020-05-12,77,16,61,0,117
10896,Tamil Nadu,Nilgiris,2020-05-12,15,4,11,0,117
10897,Tamil Nadu,Perambalur,2020-05-12,141,133,8,0,117
10898,Tamil Nadu,Pudukkottai,2020-05-12,6,5,1,0,117
10899,Tamil Nadu,Ramanathapuram,2020-05-12,31,15,15,1,117
10900,Tamil Nadu,Ranipet,2020-05-12,75,36,39,0,117
10901,Tamil Nadu,Salem,2020-05-12,35,5,30,0,117
10902,Tamil Nadu,Sivaganga,2020-05-12,12,0,12,0,117
10903,Tamil Nadu,Tenkasi,2020-05-12,50,20,30,0,117
10904,Tamil Nadu,Thanjavur,2020-05-12,64,17,47,0,117
10905,Tamil Nadu,Theni,2020-05-12,67,24,42,1,117
10906,Tamil Nadu,Thiruvallur,2020-05-12,470,401,66,3,117
10907,Tamil Nadu,Thiruvarur,2020-05-12,33,4,29,0,117
10908,Tamil Nadu,Thoothukkudi,2020-05-12,35,8,26,1,117
10909,Tamil Nadu,Tiruchirappalli,2020-05-12,65,10,55,0,117
10910,Tamil Nadu,Tirunelveli,2020-05-12,96,33,62,1,117
10911,Tamil Nadu,Tirupathur,2020-05-12,28,10,18,0,117
10912,Tamil Nadu,Tiruppur,2020-05-12,114,0,114,0,117
10913,Tamil Nadu,Tiruvannamalai,2020-05-12,106,93,13,0,117
10914,Tamil Nadu,Vellore,2020-05-12,35,16,18,1,117
10915,Tamil Nadu,Viluppuram,2020-05-12,309,254,53,2,117
10916,Tamil Nadu,Virudhunagar,2020-05-12,45,14,31,0,117
10917,Telangana,Adilabad,2020-05-12,21,6,15,0,117
10918,Telangana,Bhadradri Kothagudem,2020-05-12,4,0,4,0,117
10919,Telangana,Hyderabad,2020-05-12,796,473,300,23,117
10920,Telangana,Jagtial,2020-05-12,6,4,2,0,117
10921,Telangana,Jangaon,2020-05-12,3,2,1,0,117
10922,Telangana,Jayashankar Bhupalapally,2020-05-12,3,3,0,0,117
10923,Telangana,Jogulamba Gadwal,2020-05-12,45,19,25,1,117
10924,Telangana,Kamareddy,2020-05-12,12,4,8,0,117
10925,Telangana,Karimnagar,2020-05-12,19,3,16,0,117
10926,Telangana,Khammam,2020-05-12,8,5,3,0,117
10927,Telangana,Komaram Bheem,2020-05-12,7,6,1,0,117
10928,Telangana,Mahabubabad,2020-05-12,1,0,1,0,117
10929,Telangana,Mahabubnagar,2020-05-12,11,3,8,0,117
10930,Telangana,Mancherial,2020-05-12,1,0,0,1,117
10931,Telangana,Medak,2020-05-12,5,1,4,0,117
10932,Telangana,Medchal Malkajgiri,2020-05-12,22,12,9,1,117
10933,Telangana,Mulugu,2020-05-12,2,0,2,0,117
10934,Telangana,Nagarkurnool,2020-05-12,2,0,2,0,117
10935,Telangana,Nalgonda,2020-05-12,17,5,12,0,117
10936,Telangana,Narayanpet,2020-05-12,1,0,0,1,117
10937,Telangana,Nirmal,2020-05-12,20,7,13,0,117
10938,Telangana,Nizamabad,2020-05-12,61,31,30,0,117
10939,Telangana,Other State,2020-05-12,11,11,0,0,117
10940,Telangana,Peddapalli,2020-05-12,2,1,1,0,117
10941,Telangana,Rajanna Sircilla,2020-05-12,3,1,2,0,117
10942,Telangana,Ranga Reddy,2020-05-12,36,17,17,2,117
10943,Telangana,Sangareddy,2020-05-12,7,1,6,0,117
10944,Telangana,Siddipet,2020-05-12,1,0,1,0,117
10945,Telangana,Suryapet,2020-05-12,83,59,24,0,117
10946,Telangana,Unknown,2020-05-12,40,-240,278,2,117
10947,Telangana,Vikarabad,2020-05-12,37,22,14,1,117
10948,Telangana,Warangal Urban,2020-05-12,27,4,23,0,117
10949,Telangana,Yadadri Bhuvanagiri,2020-05-12,12,12,0,0,117
10950,Tripura,Dhalai,2020-05-12,150,150,0,0,117
10951,Tripura,Gomati,2020-05-12,2,1,1,0,117
10952,Tripura,North Tripura,2020-05-12,2,1,1,0,117
10953,Uttar Pradesh,Agra,2020-05-12,794,444,326,24,117
10954,Uttar Pradesh,Aligarh,2020-05-12,60,35,22,3,117
10955,Uttar Pradesh,Ambedkar Nagar,2020-05-12,2,2,0,0,117
10956,Uttar Pradesh,Amethi,2020-05-12,11,11,0,0,117
10957,Uttar Pradesh,Amroha,2020-05-12,32,5,26,1,117
10958,Uttar Pradesh,Auraiya,2020-05-12,16,4,12,0,117
10959,Uttar Pradesh,Ayodhya,2020-05-12,1,0,1,0,117
10960,Uttar Pradesh,Azamgarh,2020-05-12,9,1,8,0,117
10961,Uttar Pradesh,Baghpat,2020-05-12,25,9,16,0,117
10962,Uttar Pradesh,Bahraich,2020-05-12,26,17,9,0,117
10963,Uttar Pradesh,Ballia,2020-05-12,1,1,0,0,117
10964,Uttar Pradesh,Balrampur,2020-05-12,2,1,1,0,117
10965,Uttar Pradesh,Banda,2020-05-12,21,18,3,0,117
10966,Uttar Pradesh,Barabanki,2020-05-12,7,6,1,0,117
10967,Uttar Pradesh,Bareilly,2020-05-12,11,2,8,1,117
10968,Uttar Pradesh,Basti,2020-05-12,41,16,24,1,117
10969,Uttar Pradesh,Bhadohi,2020-05-12,3,2,1,0,117
10970,Uttar Pradesh,Bijnor,2020-05-12,44,16,27,1,117
10971,Uttar Pradesh,Budaun,2020-05-12,17,1,16,0,117
10972,Uttar Pradesh,Bulandshahr,2020-05-12,75,20,54,1,117
10973,Uttar Pradesh,Chitrakoot,2020-05-12,8,8,0,0,117
10974,Uttar Pradesh,Deoria,2020-05-12,3,3,0,0,117
10975,Uttar Pradesh,Etah,2020-05-12,11,7,3,1,117
10976,Uttar Pradesh,Etawah,2020-05-12,2,0,2,0,117
10977,Uttar Pradesh,Farrukhabad,2020-05-12,8,8,0,0,117
10978,Uttar Pradesh,Fatehpur,2020-05-12,5,5,0,0,117
10979,Uttar Pradesh,Firozabad,2020-05-12,194,91,99,4,117
10980,Uttar Pradesh,Gautam Buddha Nagar,2020-05-12,235,92,141,2,117
10981,Uttar Pradesh,Ghaziabad,2020-05-12,147,70,75,2,117
10982,Uttar Pradesh,Ghazipur,2020-05-12,8,2,6,0,117
10983,Uttar Pradesh,Gonda,2020-05-12,21,19,2,0,117
10984,Uttar Pradesh,Gorakhpur,2020-05-12,4,4,0,0,117
10985,Uttar Pradesh,Hamirpur,2020-05-12,1,1,0,0,117
10986,Uttar Pradesh,Hapur,2020-05-12,58,27,30,1,117
10987,Uttar Pradesh,Hardoi,2020-05-12,4,2,2,0,117
10988,Uttar Pradesh,Hathras,2020-05-12,19,14,5,0,117
10989,Uttar Pradesh,Jalaun,2020-05-12,37,37,0,0,117
10990,Uttar Pradesh,Jaunpur,2020-05-12,11,3,8,0,117
10991,Uttar Pradesh,Jhansi,2020-05-12,26,24,0,2,117
10992,Uttar Pradesh,Kannauj,2020-05-12,16,9,7,0,117
10993,Uttar Pradesh,Kanpur Dehat,2020-05-12,4,3,0,1,117
10994,Uttar Pradesh,Kanpur Nagar,2020-05-12,307,153,148,6,117
10995,Uttar Pradesh,Kasganj,2020-05-12,6,3,3,0,117
10996,Uttar Pradesh,Kaushambi,2020-05-12,2,0,2,0,117
10997,Uttar Pradesh,Kushinagar,2020-05-12,2,2,0,0,117
10998,Uttar Pradesh,Lakhimpur Kheri,2020-05-12,5,1,4,0,117
10999,Uttar Pradesh,Lalitpur,2020-05-12,1,0,0,1,117
11000,Uttar Pradesh,Lucknow,2020-05-12,249,37,211,1,117
11001,Uttar Pradesh,Maharajganj,2020-05-12,8,2,6,0,117
11002,Uttar Pradesh,Mahoba,2020-05-12,2,0,2,0,117
11003,Uttar Pradesh,Mainpuri,2020-05-12,13,8,4,1,117
11004,Uttar Pradesh,Mathura,2020-05-12,56,43,9,4,117
11005,Uttar Pradesh,Mau,2020-05-12,1,0,1,0,117
11006,Uttar Pradesh,Meerut,2020-05-12,267,183,70,14,117
11007,Uttar Pradesh,Mirzapur,2020-05-12,7,4,3,0,117
11008,Uttar Pradesh,Moradabad,2020-05-12,128,31,90,7,117
11009,Uttar Pradesh,Muzaffarnagar,2020-05-12,26,7,19,0,117
11010,Uttar Pradesh,Pilibhit,2020-05-12,4,0,4,0,117
11011,Uttar Pradesh,Pratapgarh,2020-05-12,15,9,6,0,117
11012,Uttar Pradesh,Prayagraj,2020-05-12,19,14,4,1,117
11013,Uttar Pradesh,Rae Bareli,2020-05-12,49,14,35,0,117
11014,Uttar Pradesh,Rampur,2020-05-12,31,10,21,0,117
11015,Uttar Pradesh,Saharanpur,2020-05-12,192,33,159,0,117
11016,Uttar Pradesh,Sambhal,2020-05-12,30,17,13,0,117
11017,Uttar Pradesh,Sant Kabir Nagar,2020-05-12,31,14,17,0,117
11018,Uttar Pradesh,Shahjahanpur,2020-05-12,1,0,1,0,117
11019,Uttar Pradesh,Shamli,2020-05-12,32,5,27,0,117
11020,Uttar Pradesh,Shrawasti,2020-05-12,12,8,3,1,117
11021,Uttar Pradesh,Siddharthnagar,2020-05-12,24,24,0,0,117
11022,Uttar Pradesh,Sitapur,2020-05-12,26,5,21,0,117
11023,Uttar Pradesh,Sonbhadra,2020-05-12,1,1,0,0,117
11024,Uttar Pradesh,Sultanpur,2020-05-12,5,2,3,0,117
11025,Uttar Pradesh,Unnao,2020-05-12,5,4,1,0,117
11026,Uttar Pradesh,Varanasi,2020-05-12,87,35,51,1,117
11027,Uttarakhand,Almora,2020-05-12,1,0,1,0,117
11028,Uttarakhand,Dehradun,2020-05-12,35,8,26,1,117
11029,Uttarakhand,Haridwar,2020-05-12,7,2,5,0,117
11030,Uttarakhand,Nainital,2020-05-12,11,2,9,0,117
11031,Uttarakhand,Pauri Garhwal,2020-05-12,1,0,1,0,117
11032,Uttarakhand,Udham Singh Nagar,2020-05-12,13,9,4,0,117
11033,Uttarakhand,Uttarkashi,2020-05-12,1,1,0,0,117
11034,West Bengal,Birbhum,2020-05-12,7,3,4,0,117
11035,West Bengal,Darjeeling,2020-05-12,7,1,5,1,117
11036,West Bengal,Hooghly,2020-05-12,127,99,24,4,117
11037,West Bengal,Howrah,2020-05-12,477,324,130,23,117
11038,West Bengal,Jalpaiguri,2020-05-12,4,0,4,0,117
11039,West Bengal,Jhargram,2020-05-12,3,3,0,0,117
11040,West Bengal,Kalimpong,2020-05-12,7,0,6,1,117
11041,West Bengal,Kolkata,2020-05-12,1041,614,292,135,117
11042,West Bengal,Malda,2020-05-12,19,19,0,0,117
11043,West Bengal,Murshidabad,2020-05-12,5,4,0,1,117
11044,West Bengal,Nadia,2020-05-12,9,1,8,0,117
11045,West Bengal,North 24 Parganas,2020-05-12,288,181,79,28,117
11046,West Bengal,Other State,2020-05-12,16,13,2,1,117
11047,West Bengal,Paschim Bardhaman,2020-05-12,14,5,7,2,117
11048,West Bengal,Paschim Medinipur,2020-05-12,19,15,4,0,117
11049,West Bengal,Purba Bardhaman,2020-05-12,9,7,2,0,117
11050,West Bengal,Purba Medinipur,2020-05-12,46,20,25,1,117
11051,West Bengal,South 24 Parganas,2020-05-12,72,51,20,1,117
11052,West Bengal,Uttar Dinajpur,2020-05-12,3,3,0,0,117
11053,Andaman and Nicobar Islands,Nicobars,2020-05-13,0,0,0,0,118
11054,Andaman and Nicobar Islands,North and Middle Andaman,2020-05-13,1,0,1,0,118
11055,Andaman and Nicobar Islands,South Andaman,2020-05-13,32,0,32,0,118
11056,Andhra Pradesh,Anantapur,2020-05-13,118,65,49,4,118
11057,Andhra Pradesh,Chittoor,2020-05-13,142,68,74,0,118
11058,Andhra Pradesh,East Godavari,2020-05-13,51,16,35,0,118
11059,Andhra Pradesh,Guntur,2020-05-13,399,166,225,8,118
11060,Andhra Pradesh,Krishna,2020-05-13,349,133,202,14,118
11061,Andhra Pradesh,Kurnool,2020-05-13,591,277,297,17,118
11062,Andhra Pradesh,Other State,2020-05-13,73,73,0,0,118
11063,Andhra Pradesh,Prakasam,2020-05-13,63,3,60,0,118
11064,Andhra Pradesh,S.P.S. Nellore,2020-05-13,111,31,77,3,118
11065,Andhra Pradesh,Srikakulam,2020-05-13,5,1,4,0,118
11066,Andhra Pradesh,Visakhapatnam,2020-05-13,66,40,25,1,118
11067,Andhra Pradesh,Vizianagaram,2020-05-13,4,4,0,0,118
11068,Andhra Pradesh,West Godavari,2020-05-13,68,30,38,0,118
11069,Andhra Pradesh,Y.S.R. Kadapa,2020-05-13,97,41,56,0,118
11070,Arunachal Pradesh,Anjaw,2020-05-13,0,0,0,0,118
11071,Arunachal Pradesh,Changlang,2020-05-13,0,0,0,0,118
11072,Arunachal Pradesh,East Kameng,2020-05-13,0,0,0,0,118
11073,Arunachal Pradesh,East Siang,2020-05-13,0,0,0,0,118
11074,Arunachal Pradesh,Kamle,2020-05-13,0,0,0,0,118
11075,Arunachal Pradesh,Kra Daadi,2020-05-13,0,0,0,0,118
11076,Arunachal Pradesh,Kurung Kumey,2020-05-13,0,0,0,0,118
11077,Arunachal Pradesh,Lepa Rada,2020-05-13,0,0,0,0,118
11078,Arunachal Pradesh,Lohit,2020-05-13,1,0,1,0,118
11079,Arunachal Pradesh,Longding,2020-05-13,0,0,0,0,118
11080,Arunachal Pradesh,Lower Dibang Valley,2020-05-13,0,0,0,0,118
11081,Arunachal Pradesh,Lower Siang,2020-05-13,0,0,0,0,118
11082,Arunachal Pradesh,Lower Subansiri,2020-05-13,0,0,0,0,118
11083,Arunachal Pradesh,Namsai,2020-05-13,0,0,0,0,118
11084,Arunachal Pradesh,Pakke Kessang,2020-05-13,0,0,0,0,118
11085,Arunachal Pradesh,Papum Pare,2020-05-13,0,0,0,0,118
11086,Arunachal Pradesh,Shi Yomi,2020-05-13,0,0,0,0,118
11087,Arunachal Pradesh,Siang,2020-05-13,0,0,0,0,118
11088,Arunachal Pradesh,Tawang,2020-05-13,0,0,0,0,118
11089,Arunachal Pradesh,Tirap,2020-05-13,0,0,0,0,118
11090,Arunachal Pradesh,Upper Dibang Valley,2020-05-13,0,0,0,0,118
11091,Arunachal Pradesh,Upper Siang,2020-05-13,0,0,0,0,118
11092,Arunachal Pradesh,Upper Subansiri,2020-05-13,0,0,0,0,118
11093,Arunachal Pradesh,West Kameng,2020-05-13,0,0,0,0,118
11094,Arunachal Pradesh,West Siang,2020-05-13,0,0,0,0,118
11095,Assam,Baksa,2020-05-13,0,0,0,0,118
11096,Assam,Barpeta,2020-05-13,0,0,0,0,118
11097,Assam,Biswanath,2020-05-13,0,0,0,0,118
11098,Assam,Bongaigaon,2020-05-13,5,0,5,0,118
11099,Assam,Cachar,2020-05-13,11,10,1,0,118
11100,Assam,Charaideo,2020-05-13,0,0,0,0,118
11101,Assam,Chirang,2020-05-13,0,0,0,0,118
11102,Assam,Darrang,2020-05-13,0,0,0,0,118
11103,Assam,Dhemaji,2020-05-13,0,0,0,0,118
11104,Assam,Dhubri,2020-05-13,5,0,5,0,118
11105,Assam,Dibrugarh,2020-05-13,0,0,0,0,118
11106,Assam,Dima Hasao,2020-05-13,0,0,0,0,118
11107,Assam,Goalpara,2020-05-13,6,2,4,0,118
11108,Assam,Golaghat,2020-05-13,9,0,9,0,118
11109,Assam,Hailakandi,2020-05-13,1,0,0,1,118
11110,Assam,Hojai,2020-05-13,0,0,0,0,118
11111,Assam,Jorhat,2020-05-13,3,3,0,0,118
11112,Assam,Kamrup,2020-05-13,2,1,1,0,118
11113,Assam,Kamrup Metropolitan,2020-05-13,21,19,1,1,118
11114,Assam,Karbi Anglong,2020-05-13,0,0,0,0,118
11115,Assam,Karimganj,2020-05-13,2,1,1,0,118
11116,Assam,Kokrajhar,2020-05-13,1,1,0,0,118
11117,Assam,Lakhimpur,2020-05-13,1,0,1,0,118
11118,Assam,Majuli,2020-05-13,0,0,0,0,118
11119,Assam,Morigaon,2020-05-13,7,1,6,0,118
11120,Assam,Nagaon,2020-05-13,0,0,0,0,118
11121,Assam,Nalbari,2020-05-13,4,0,4,0,118
11122,Assam,Other State,2020-05-13,1,0,1,0,118
11123,Assam,Sivasagar,2020-05-13,0,0,0,0,118
11124,Assam,Sonitpur,2020-05-13,0,0,0,0,118
11125,Assam,South Salmara Mankachar,2020-05-13,1,0,1,0,118
11126,Assam,Tinsukia,2020-05-13,0,0,0,0,118
11127,Assam,Udalguri,2020-05-13,0,0,0,0,118
11128,Assam,West Karbi Anglong,2020-05-13,0,0,0,0,118
11129,Bihar,Araria,2020-05-13,4,4,0,0,118
11130,Bihar,Arwal,2020-05-13,12,8,4,0,118
11131,Bihar,Aurangabad,2020-05-13,18,7,11,0,118
11132,Bihar,Banka,2020-05-13,11,11,0,0,118
11133,Bihar,Begusarai,2020-05-13,47,38,9,0,118
11134,Bihar,Bhagalpur,2020-05-13,32,28,4,0,118
11135,Bihar,Bhojpur,2020-05-13,28,10,18,0,118
11136,Bihar,Buxar,2020-05-13,59,3,56,0,118
11137,Bihar,Darbhanga,2020-05-13,16,16,0,0,118
11138,Bihar,East Champaran,2020-05-13,15,13,1,1,118
11139,Bihar,Gaya,2020-05-13,8,2,6,0,118
11140,Bihar,Gopalganj,2020-05-13,24,7,17,0,118
11141,Bihar,Jamui,2020-05-13,1,1,0,0,118
11142,Bihar,Jehanabad,2020-05-13,21,17,4,0,118
11143,Bihar,Kaimur,2020-05-13,33,9,24,0,118
11144,Bihar,Katihar,2020-05-13,12,12,0,0,118
11145,Bihar,Khagaria,2020-05-13,30,30,0,0,118
11146,Bihar,Kishanganj,2020-05-13,9,9,0,0,118
11147,Bihar,Lakhisarai,2020-05-13,6,2,4,0,118
11148,Bihar,Madhepura,2020-05-13,9,7,2,0,118
11149,Bihar,Madhubani,2020-05-13,31,31,0,0,118
11150,Bihar,Munger,2020-05-13,122,61,60,1,118
11151,Bihar,Muzaffarpur,2020-05-13,15,15,0,0,118
11152,Bihar,Nalanda,2020-05-13,63,27,36,0,118
11153,Bihar,Nawada,2020-05-13,24,21,3,0,118
11154,Bihar,Patna,2020-05-13,99,61,36,2,118
11155,Bihar,Purnia,2020-05-13,4,4,0,0,118
11156,Bihar,Rohtas,2020-05-13,75,33,41,1,118
11157,Bihar,Saharsa,2020-05-13,10,10,0,0,118
11158,Bihar,Samastipur,2020-05-13,11,11,0,0,118
11159,Bihar,Saran,2020-05-13,10,2,8,0,118
11160,Bihar,Sheikhpura,2020-05-13,10,10,0,0,118
11161,Bihar,Sheohar,2020-05-13,3,3,0,0,118
11162,Bihar,Sitamarhi,2020-05-13,7,5,1,1,118
11163,Bihar,Siwan,2020-05-13,38,6,32,0,118
11164,Bihar,Supaul,2020-05-13,7,7,0,0,118
11165,Bihar,Vaishali,2020-05-13,4,1,2,1,118
11166,Bihar,West Champaran,2020-05-13,25,22,3,0,118
11167,Chandigarh,Chandigarh,2020-05-13,191,158,30,3,118
11168,Chhattisgarh,Balod,2020-05-13,0,0,0,0,118
11169,Chhattisgarh,Baloda Bazar,2020-05-13,0,0,0,0,118
11170,Chhattisgarh,Balrampur,2020-05-13,0,0,0,0,118
11171,Chhattisgarh,Bametara,2020-05-13,0,0,0,0,118
11172,Chhattisgarh,Bastar,2020-05-13,0,0,0,0,118
11173,Chhattisgarh,Bijapur,2020-05-13,0,0,0,0,118
11174,Chhattisgarh,Bilaspur,2020-05-13,1,0,1,0,118
11175,Chhattisgarh,Dakshin Bastar Dantewada,2020-05-13,0,0,0,0,118
11176,Chhattisgarh,Dhamtari,2020-05-13,0,0,0,0,118
11177,Chhattisgarh,Durg,2020-05-13,10,2,8,0,118
