,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Population.1,Graduate_Education,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Male_Literate,zone,Main_Workers,Positive,Age_Group_50,Having_latrine_facility_within_the_premises_Total_Households,NumCommunityHealthCenters_HMIS,recovered,NumRuralBeds_NHP18,Sikhs,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Literate,Age_not_stated,Total_Education,Households_with_Bicycle,Higher_Education,Households_with_Telephone_Mobile_Phone,Muslims,Households_with_separate_kitchen_Cooking_inside_house,Married_couples_4_Households,Workers,Other_Workers,Households_with_Television,Age_Group_0_29,Other_Education,Area,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Households_with_Radio_Transistor,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,type_Collection Site,Married_couples_5__Households,Agricultural_Workers,Households_with_Computer,Buddhists,Condition_of_occupied_census_houses_Dilapidated_Households,Total_Power_Parity,Households_with_Telephone_Mobile_Phone_Landline_only,Female,Illiterate_Education,Power_Parity_Less_than_Rs_45000,Housholds_with_Electric_Lighting,Married_couples_3_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Jains,NumDistrictHospitals_HMIS,Male_Workers,Location_of_drinking_water_source_Near_the_premises_Households,Households,Rural_population,District_code,Cultivator_Workers,Households_with_Telephone_Mobile_Phone_Both,Age_Group_30_49,Ownership_Owned_Households,Marginal_Workers,Household_size_5_persons_Households,Households_with_Car_Jeep_Van,Power_Parity_Rs_45000_90000,Ownership_Rented_Households,Household_size_3_to_5_persons_Households,confirmed,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Location_of_drinking_water_source_Away_Households,type_Private Laboratory,Gender_Ratio,Main_source_of_drinking_water_Tapwater_Households,Others_Religions,active,Power_Parity_Rs_45000_150000,Household_size_2_persons_Households,Type_of_latrine_facility_Other_latrine_Households,Power_Parity_Rs_425000_545000,Middle_Education,Power_Parity_Rs_240000_330000,Having_bathing_facility_Total_Households,Urban_Households,deceased,Married_couples_1_Households,Female_ST,Negative,Power_Parity_Above_Rs_545000,Households_with_Scooter_Motorcycle_Moped,Household_size_1_to_2_persons,Household_size_9_persons_and_above_Households,NumUrbanBeds_NHP18,Household_size_3_persons_Households,type_Government Laboratory,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Main_source_of_drinking_water_Other_sources_Households,Urban_population,NumPrimaryHealthCenters_HMIS,Power_Parity_Rs_150000_330000,Religion_Not_Stated,Male_ST,Power_Parity_Rs_330000_425000,SC,Female_SC,NumPublicBeds_HMIS,Household_size_1_person_Households,Male_SC,Main_source_of_drinking_water_Un_covered_well_Households,ST,Female_Workers,Household_size_6_8_persons_Households,Primary_Education,Married_couples_None_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Density,Power_Parity_Rs_150000_240000,Households_with_Telephone_Mobile_Phone_Mobile_only,TotalSamples,Households_with_Internet,Type_of_latrine_facility_Pit_latrine_Households,Non_Workers,Household_Workers,Hindus,Power_Parity_Rs_90000_150000,LPG_or_PNG_Households,TotalPublicHealthFacilities_HMIS,Power_Parity_Rs_330000_545000,Not_having_bathing_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_River_Canal_Households,Male,Married_couples_2_Households,NumUrbanHospitals_NHP18,Secondary_Education,NumRuralHospitals_NHP18,Female_Literate,Nationality,Population,NumSubDistrictHospitals_HMIS,Christians,Location_of_drinking_water_source_Within_the_premises_Households,Below_Primary_Education,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Household_size_4_persons_Households,Literate_Education,Married_couples_3_or_more_Households,Rural_Households
27,2,Bihar,Munger,3,1,0,1367765,64469,118,7168,473741,3,233402,148,188319,102385,63,6,6083,338,158542,801817,2586,1348410,112707,101907,149671,110416,236192,1638,426658,167566,69973,860147,4394,"94,163",184033,56958,2838,0,463,196449,17946,95,20065,1424,6558,638724,498676,287,90461,6965,6270,145,43,327453,93833,308063,92341436,226,45953,4853,316713,248457,193256,52077,3755,554,11182,130791,31,13116,43505,0,918,20237,61,24,861,23445,2634,46,146414,20,109560,85782,1,199555,10409,2299,42,24259,28389,18796,5936,30778,6,1855,59858,4871,11758016,2007,157,2576,10995,29,183846,86651,17796,4944,97195,48900,21404,99205,85773,158699,21424,1030,"1,102",137,138260,13785,2653,12592,941107,16690,1252319,307,49141,2146,75,154189,862,729041,33704,103,147152,930,328076,India,104099452,33,1815,126411,226699,419,47936,849734,9066,222281
28,2,Bihar,Patna,7,1,0,5838465,452340,463,90643,2028047,3,1371267,148,815638,507581,63,5,6083,4803,433555,3459679,13609,7511199,430595,463361,662665,439952,899309,18736,1881886,867118,453344,3626564,46126,"94,163",666585,227469,61156,0,7766,658203,132582,1062,71080,7065,38617,2759953,2590473,1091,546859,60090,17401,2151,43,1436411,252246,1210094,92341436,230,271216,33562,1382654,829728,510619,175456,49821,2325,104162,411646,24,24702,97253,0,918,231255,203,19,4202,60489,7981,293,920051,129,562795,552103,0,609661,4352,2299,476,176114,78118,139437,5936,83095,6,11250,223867,14948,11758016,2007,821,21668,4717,180,920918,438830,17796,17629,482088,32808,9069,445475,328240,1095655,77267,4474,"1,102",692,590486,13785,40692,33740,3956579,85349,5356075,1877,321307,2146,473,394646,885,3078512,183921,103,698351,930,1431632,India,104099452,33,12551,607942,1244842,1105,153095,4920726,86592,657991
29,2,Bihar,Rohtas,1,5,0,2959918,161555,121,5158,1061783,3,542439,148,407193,128652,63,0,6083,2569,322377,1799832,3809,3065196,224824,194928,312557,300487,432151,13663,924879,252736,106218,1875174,16006,"94,163",412516,123491,4727,0,7318,405544,36279,1584,28748,1555,12400,1416372,876443,299,114893,37743,6761,252,43,707939,73129,608061,92341436,234,218087,8169,673742,433720,382440,75928,10819,588,15995,166203,7,6234,26201,0,918,25242,537,7,951,27143,2969,45,399053,20,248462,95678,0,260042,15251,2299,46,49892,35246,87548,5936,32977,6,5119,163333,5613,11758016,2007,187,6185,16399,28,549546,262950,17796,8103,286596,8126,31650,216940,166881,548971,33837,1544,"1,102",167,291988,13785,4594,5419,2035039,48512,2645415,363,41659,2146,73,207416,556,1543546,103275,103,333053,930,738049,India,104099452,33,2889,356548,535187,471,57298,2188753,58724,512383
30,2,Bihar,Siwan,0,1,0,3330464,119164,58,1279,1115906,2,462104,148,498299,124672,63,17,6083,369,414315,1930175,3120,3628240,382782,186817,401299,608282,502991,13821,932416,259900,74071,2115448,12091,"94,163",518473,181860,4088,0,6151,376344,37833,407,44252,3014,14390,1655374,1207119,734,52935,41033,3415,359,43,730396,158086,674372,92341436,218,264928,8090,713597,535085,470312,86278,10891,1292,6347,191273,30,6797,27943,0,918,19043,86,13,1888,31553,2589,21,445257,9,276680,41858,0,323877,43528,2299,32,64065,42432,107489,5936,39746,6,1873,204642,2685,11758016,2007,327,5708,43472,13,386685,190720,17796,10879,195965,1883,87000,202020,203685,612635,45113,788,"1,102",318,378819,13785,3834,9063,2398048,31244,2712635,596,42384,2146,34,268199,259,1675090,114884,103,355277,930,814269,India,104099452,33,2618,358850,689880,413,65249,2421121,61005,632514
31,2,Karnataka,Dakshina Kannada,1,0,0,2089649,185916,2291,34891,864019,2,914476,445,407902,394069,207,0,21072,525,29334,1666323,880,2017329,69944,178989,375945,501896,416185,2820,997721,746430,285365,1072417,36295,"191,791",37994,147263,31907,0,662,29274,55233,445,11507,3959,42129,1054935,298846,340,386300,12553,18107,10397,42,620903,57564,650292,37469335,575,33810,102433,608450,359286,83245,79757,47655,884,55501,255603,17,2859,30556,5,973,185763,138,17,1935,36967,368,360,296110,159,404062,317373,0,289936,41307,28174,461,97610,51207,30620,49093,65931,12,289,11274,5299,23625962,2547,642,996,40961,222,148178,74854,56333,14240,73324,172955,82268,376818,87861,520715,69632,87,319,483,231383,32122,23305,89910,1091928,188207,1403854,1051,175270,2943,582,21229,1988,1034714,49688,374,309141,2471,802304,India,61095297,147,171398,337171,191317,8529,109915,1718483,16035,332919
32,2,Karnataka,Dharwad,2,0,0,1847023,137768,140,33936,711776,2,690948,445,322577,212091,207,0,21072,1486,146939,1301664,823,1792359,111313,143453,266330,386834,366405,3053,784833,396449,233604,1017935,34302,"191,791",40704,77142,27168,0,991,207642,49585,715,10402,3519,24241,909817,428556,289,347962,13714,27724,29037,42,543776,106104,483104,37469335,562,164279,30610,505688,275419,93885,78024,21127,801,87134,223035,9,4680,52813,5,973,300159,2748,9,1738,32050,1518,386,185530,170,349008,283397,0,259494,43375,28174,284,91208,44413,24731,49093,52869,12,988,32917,2689,23625962,2547,585,7436,44173,237,177855,88718,56333,12363,89137,2403,87548,241057,79875,383041,48850,734,319,415,211479,32122,15013,12686,1062190,16463,1390020,937,140584,2943,623,23046,2568,937206,45952,374,227113,2471,589888,India,61095297,147,28747,213137,252596,22327,92142,1363803,17758,199707
33,2,Karnataka,Mandya,1,1,0,1805769,102838,353,58173,638668,2,714901,445,375100,159818,207,0,21072,322,261123,1149649,1126,1775228,192330,157839,265094,77801,415226,1467,871408,248434,236020,902307,19987,"191,791",84217,103964,6547,0,300,216159,20265,299,18238,2628,28508,900684,504734,408,391033,9232,3243,3607,42,575203,208469,562302,37469335,573,388981,15234,527236,370797,156507,77223,8188,779,47339,281659,14,4053,57395,5,973,330827,109,14,1388,41173,2271,300,226552,134,388674,103435,0,297441,11092,28174,53,96273,59667,12979,49093,72440,12,151,21176,2085,23625962,2547,290,2430,11310,188,265294,133619,56333,18494,131675,5650,22402,296205,72273,309476,61681,1460,319,156,221352,32122,3367,91950,934361,17834,1712695,609,80452,2943,488,37904,673,905085,56457,374,308624,2471,510981,India,61095297,147,8506,160714,145178,132,131996,1270494,10999,458867
34,2,Kerala,Idukki,2,2,0,1108974,86136,42226,10710,471881,2,415947,447,261471,246878,229,10,16865,100,25907,923010,884,1084793,19378,136428,247060,82206,265219,143,516363,262860,207519,494456,19252,"38,863",11282,67489,11163,0,17,145698,24863,189,22104,1374,20807,556166,126589,329,244844,2817,70317,44,53,331710,86906,412433,17471135,596,100917,71343,352163,222531,100416,53993,21976,508,26014,192158,14,18640,75292,2,1084,83659,384,4,773,32718,853,16,209398,92,203816,20823,0,204760,27820,20326,16,35855,43326,2732,21139,47205,10,68,10810,8042,15934926,933,230,2690,27995,11,145486,73087,39511,10608,72399,90049,55815,184653,38760,166604,32553,256,859,138,154910,21334,8250,86976,592611,6888,541854,265,54626,1297,27,73160,2746,552808,36686,299,261237,981,451129,India,33406061,82,481507,114778,79149,17303,90960,958204,2977,391610
35,2,Kerala,Kollam,1,0,0,2635375,233402,1564,4608,1074345,2,695299,447,660965,626758,229,4,16865,208,26860,2240273,1806,2573249,157906,307950,569631,508500,640554,765,912025,741628,525754,1177359,64052,"38,863",5294,124857,42989,0,59,92193,83133,272,43764,3910,98910,1388407,231286,667,630767,9101,21017,63,53,644362,64485,925130,17471135,600,56693,192362,795245,597009,216726,112992,58867,1228,51410,466519,11,27096,30236,2,1084,179861,619,7,2284,76792,2108,126,562529,351,532705,401415,0,455971,5566,20326,103,144080,103503,9485,21139,132475,10,218,51525,16037,15934926,933,646,6480,5195,84,328263,170462,39511,26711,157801,331377,10761,267663,83769,406592,114087,1558,859,295,278359,21334,31542,247868,1723350,21511,1697635,1056,263148,1297,210,130571,249,1246968,83293,299,595191,981,1165928,India,33406061,82,421598,568555,172247,3167,221052,2341963,9925,523715
36,2,Kerala,Kottayam,0,2,0,1974551,221350,6936,6897,861592,3,604553,447,565048,464124,229,3,16865,204,12340,1749798,1548,1927701,76041,280720,451226,126499,467182,298,735735,604169,406922,811653,52339,"38,863",7562,117604,50903,0,21,63052,83999,358,19478,3071,57483,1006262,134393,481,464039,5858,26930,83,53,530322,71856,678161,17471135,597,49991,202339,596302,434540,131182,95420,73096,918,37276,330354,6,25137,58162,2,1084,110023,565,3,1811,54557,509,70,373998,276,416985,196194,0,346188,10998,20326,88,122177,70095,6001,21139,84509,10,168,15549,15927,15934926,933,517,4636,10974,105,153909,78406,39511,15538,75503,177265,21972,205413,74003,271496,55261,290,859,241,191404,21334,37849,149689,1238816,18523,983598,893,187213,1297,175,63468,730,968289,72827,299,475724,981,888206,India,33406061,82,858608,350435,117681,3337,150425,1793308,6177,481967
37,2,Tamil Nadu,Chennai,13,14,0,4646732,905515,1061,43461,1968079,3,1619554,1683,899279,1057802,385,99,40179,2851,6553,3776276,6894,4061097,409796,464207,1017122,439270,1092062,1926,1817297,1751824,1055696,2271657,67277,"130,058",170162,398414,264763,0,414,13674,355838,2804,9435,15742,114191,2310888,419065,471,1096334,15288,19543,51708,32,1369302,245763,1314125,37229590,603,14454,214074,1468902,522493,197743,182588,146388,2117,565934,798018,405,2587,16519,10,996,908587,1759,306,5802,139139,3927,1214,720331,1866,1073399,1314125,0,859219,4854,56836,3686,515581,169721,15916,37353,237897,16,619,15930,18353,34917440,1854,3820,38356,5207,748,779667,390666,72616,30582,389001,3500,10061,447995,122912,516445,118340,2888,555,1954,688857,65977,217368,7440,2829435,37345,3751322,3685,910262,2581,1962,33168,49,2335844,111380,525,801050,692,1808197,India,72147030,310,358662,844285,167207,80,377533,3642032,17628,0
38,2,Tamil Nadu,Dharmapuri,0,1,0,1506843,112592,299,48634,527599,2,652996,1683,267536,72402,385,0,40179,164,301065,917709,793,1523923,164521,103367,258752,38304,229150,409,751170,267156,310765,804186,26069,"130,058",99607,52200,7687,0,51,267345,18927,39,8871,2364,19859,732540,512824,380,337972,4998,3633,37,32,446057,281438,487926,37229590,630,201328,16103,434328,344702,98174,76730,5843,969,32008,252941,1,3861,61589,10,996,212222,87,1,1339,49127,1139,92,221194,180,181094,91107,0,280175,30914,56836,76,107968,67669,4004,37353,61578,16,214,89072,2270,34917440,1854,435,1167,32130,42,245392,120686,72616,18542,124706,59989,63044,305113,56310,240222,44454,716,555,255,222790,65977,3651,15041,755673,15341,1452956,370,104785,2581,134,199830,939,774303,50837,525,177877,692,390110,India,72147030,310,14089,37897,129778,125,114633,1011099,5458,396819
39,2,Tamil Nadu,Dindigul,0,3,0,2159775,163050,3328,57892,816180,2,963017,1683,443528,187447,385,0,40179,313,330624,1481834,2707,2075710,222834,153100,379839,105012,458498,543,1105155,440962,458486,1065734,29443,"130,058",66961,130963,15800,0,99,467959,38677,256,9191,4682,23837,1078837,480681,421,500057,6056,11021,71,32,665469,381313,713542,37229590,612,165405,20547,647806,445908,142138,95903,15538,1362,106467,375642,80,4960,41028,10,996,459347,138,80,2362,83532,4884,479,372636,322,356703,269724,0,414781,3969,56836,236,147737,113811,5217,37353,107295,16,391,110764,5001,34917440,1854,956,4546,4095,228,452376,226803,72616,30279,225573,21095,8064,439686,68502,386421,77288,3086,555,634,335455,65977,9155,36351,1054620,30829,1879494,1000,209640,2581,707,206469,1758,1080938,64405,525,282628,692,665654,India,72147030,310,169945,140831,207751,934,172444,1595029,6698,443818
40,2,Tamil Nadu,Madurai,1,1,0,3038252,363152,2055,62999,1223810,3,1173902,1683,593827,472221,385,28,40179,520,283179,2273430,2532,2847799,325803,250285,618922,168881,714764,762,1354632,841792,708942,1528178,39350,"130,058",90919,228106,54832,0,129,372828,95311,199,10479,6917,41298,1511777,449125,458,754141,7350,23070,1532,32,902704,434208,1010441,37229590,623,92719,47472,913715,491822,180730,139168,30852,1632,279755,552457,52,7653,65204,10,996,678712,305,24,3158,113256,8103,710,532616,502,551839,592723,0,605700,5474,56836,738,228557,153915,8561,37353,154348,16,304,66623,19034,34917440,1854,1482,8602,5622,372,408976,203878,72616,40659,205098,3207,11096,451928,83006,525151,112608,5747,555,980,530152,65977,34097,26772,1683620,47293,2760502,1526,391821,2581,1082,246100,810,1526475,71390,525,453509,692,1049620,India,72147030,310,97711,298527,234611,1171,258941,2398674,8241,417718
41,2,Tamil Nadu,Namakkal,1,3,0,1726601,169206,578,61860,653312,3,839152,1683,397064,194417,385,0,40179,183,209494,1176131,1219,1588778,262313,126468,352439,32483,378236,145,898245,447249,418420,817905,21582,"130,058",66003,138294,19466,0,14,253726,31581,108,7462,3824,22258,857321,388418,309,441044,2788,6595,84,32,531463,308684,627484,37229590,609,158473,29271,510413,343287,59093,67297,18550,1050,126986,313747,55,4415,28446,10,996,365810,199,55,1940,87385,2274,358,247516,241,330625,257127,0,354019,27676,56836,249,212434,124286,1692,37353,100172,16,263,98709,3523,34917440,1854,747,2983,29383,220,345392,171419,72616,36901,173973,35099,57059,366782,38032,297179,75446,1361,555,506,300910,65977,8960,49551,828356,38797,1673652,890,265276,2581,578,147132,2340,869280,45345,525,214836,692,522819,India,72147030,310,16909,140627,123573,154,146278,1200360,2947,370357
42,2,Tamil Nadu,Ramanathapuram,1,0,0,1353445,97405,1170,13731,536487,2,486150,1683,252888,120474,385,0,40179,154,197472,978946,2471,1293898,125445,105978,252000,208038,244729,845,602977,250108,284169,708322,16785,"130,058",26315,67893,5886,0,217,153874,22379,86,8534,2340,18385,670787,107292,265,291400,5592,52359,29,32,392751,217014,417239,37229590,626,173767,16266,389764,270430,116827,67432,5524,778,51959,215193,12,6240,77511,10,996,190837,36,12,1282,37331,4182,151,236511,185,130578,126761,0,232329,546,56836,112,49605,50029,7704,37353,53869,16,112,29619,22842,34917440,1854,453,6552,559,75,249008,123993,72616,12698,125015,48007,1105,210226,56029,293886,51020,1395,555,268,217349,65977,5172,21480,750468,25228,1047411,504,100484,2581,226,198377,3192,682658,38952,525,189132,692,442459,India,72147030,310,91139,34430,246909,25155,93892,1186606,6654,290478
43,2,Tamil Nadu,Salem,1,4,0,3482056,296399,1128,77409,1285107,2,1561030,1683,713294,321173,385,10,40179,412,495095,2285562,1938,3290477,441388,242306,650064,95487,681331,609,1694160,841443,749932,1737345,60365,"130,058",96292,196973,39279,0,80,454210,63867,174,16423,8169,38760,1700485,955045,642,835377,7933,9970,992,32,1083797,593208,1170352,37229590,608,257004,46638,1029479,706525,133130,157811,30660,2185,199211,611941,29,10005,98845,10,996,723966,246,19,3912,141704,34442,943,518763,523,573822,597539,0,678452,58880,56836,515,352121,196664,6260,37353,176298,16,310,176899,6722,34917440,1854,1720,4547,60489,437,580512,286450,72616,54960,294062,79818,119369,610363,104034,571061,132976,32290,555,1197,564666,65977,20660,36933,1787896,141503,3326357,1727,448968,2581,1380,345077,1706,1781571,98849,525,457866,692,1000455,India,72147030,310,53841,226846,188672,414,277832,2335432,8622,572813
44,2,Tamil Nadu,Thanjavur,1,0,0,2405890,222410,1448,34935,944264,3,834484,1683,499235,272623,385,1,40179,231,307799,1790998,1543,2273994,343328,178126,446982,190814,514461,710,974079,397605,522490,1193095,49261,"130,058",97701,137848,24121,0,146,415361,42912,795,21937,4914,30075,1223474,461123,481,555582,6279,4635,1256,32,680483,374666,753372,37229590,620,129913,42853,712017,475525,139595,114151,17231,1474,108700,405697,54,6974,20460,10,996,499900,148,53,2538,77638,10854,370,419605,389,275134,274302,0,445798,1822,56836,348,161750,109324,7394,37353,111423,16,171,59898,2937,34917440,1854,992,2805,1739,187,455062,229203,72616,31686,225859,1831,3561,293596,82659,431983,93957,9827,555,603,374054,65977,13495,18669,1431811,31200,2075870,1064,223044,2581,557,329940,152,1182416,58184,525,373111,692,846734,India,72147030,310,133971,209948,138375,98,180123,1812871,7135,479070
45,2,Tamil Nadu,Thiruvarur,0,1,0,1264277,99082,287,21924,503085,3,412425,1683,257116,130231,385,16,40179,258,186342,946471,2163,1243066,189906,103908,225629,96092,295870,288,540168,164657,287260,627880,28166,"130,058",78485,80899,6894,0,65,295188,15535,151,11980,2272,33727,637584,175564,271,303114,2565,3155,279,32,369853,231871,408179,37229590,619,69883,32084,377118,287483,127743,63701,6790,781,34994,222880,30,4145,14124,10,996,244534,64,14,1278,44333,1062,117,243773,193,116640,86848,0,247478,1568,56836,108,72916,62703,2822,37353,59777,16,89,27218,2493,34917440,1854,433,1456,1466,65,430927,216210,72616,18370,214717,860,3034,170315,39566,250163,50060,369,555,240,159818,65977,4416,12762,724109,10440,1132785,497,109580,2581,182,211331,134,626693,27515,525,203450,692,443386,India,72147030,310,33192,81976,138960,241,99402,1067502,2918,321331
46,2,Tamil Nadu,Tirunelveli,0,1,0,3077233,247635,619,43906,1210710,2,1271407,1683,644563,390799,385,30,40179,268,353711,2273457,2264,2950484,379446,220088,571195,303368,716049,740,1436454,701312,694984,1554277,71437,"130,058",64366,183729,29935,0,140,379763,63590,373,11111,7501,48828,1556321,621010,572,779130,6758,18456,144,32,876175,485131,1064667,37229590,628,115715,54192,876129,641511,165047,147790,24290,1979,163635,531125,65,10677,38406,10,996,731794,450,35,3603,121617,9471,858,517646,469,471783,516705,0,606589,5161,56836,484,195295,183875,8581,37353,145882,16,419,100348,14772,34917440,1854,1560,4746,5109,424,569714,290144,72616,62258,279570,3638,10270,560279,96746,618656,136895,7021,555,1091,468175,65977,19070,66068,1640779,239664,2425630,1624,361760,2581,1282,348544,2719,1520912,69205,525,390495,692,1062747,India,72147030,310,342254,296790,263517,346,237453,2329474,7638,547962
47,2,Tamil Nadu,Tiruppur,0,1,0,2479052,179733,244,47188,959623,3,1168596,1683,504674,400593,385,0,40179,455,248181,1760566,1752,2229526,290774,170870,560785,123983,644967,219,1266137,842999,609808,1177987,21436,"130,058",52467,177832,34742,0,23,246333,55311,198,7814,10027,40073,1232893,552447,510,655073,3576,8542,371,32,819783,342558,894908,37229590,633,135817,45363,794639,434928,97541,85523,43477,1993,251957,481695,110,8039,32209,10,996,611353,119,110,4309,128625,3718,978,369432,838,592867,538022,0,543330,2718,56836,1446,333579,172250,2924,37353,169098,16,401,154165,6611,34917440,1854,2208,5076,2740,576,395876,198969,72616,43625,196907,23777,5458,446354,43837,444390,99345,2277,555,1370,475349,65977,17181,67678,1212915,40988,2278835,2316,463530,2581,1554,107839,1574,1246159,54213,525,298635,692,800943,India,72147030,310,70015,325939,192583,113,227074,1677079,3818,356886
