,DaysFromFirstDate,State,district,Gender_F,Gender_M,Gender_Non-Binary,Population.1,Graduate_Education,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Male_Literate,zone,Main_Workers,Positive,Age_Group_50,Having_latrine_facility_within_the_premises_Total_Households,NumCommunityHealthCenters_HMIS,recovered,NumRuralBeds_NHP18,Sikhs,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Literate,Age_not_stated,Total_Education,Households_with_Bicycle,Higher_Education,Households_with_Telephone_Mobile_Phone,Muslims,Households_with_separate_kitchen_Cooking_inside_house,Married_couples_4_Households,Workers,Other_Workers,Households_with_Television,Age_Group_0_29,Other_Education,Area,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Households_with_Radio_Transistor,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,type_Collection Site,Married_couples_5__Households,Agricultural_Workers,Households_with_Computer,Buddhists,Condition_of_occupied_census_houses_Dilapidated_Households,Total_Power_Parity,Households_with_Telephone_Mobile_Phone_Landline_only,Female,Illiterate_Education,Power_Parity_Less_than_Rs_45000,Housholds_with_Electric_Lighting,Married_couples_3_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Jains,NumDistrictHospitals_HMIS,Male_Workers,Location_of_drinking_water_source_Near_the_premises_Households,Households,Rural_population,District_code,Cultivator_Workers,Households_with_Telephone_Mobile_Phone_Both,Age_Group_30_49,Ownership_Owned_Households,Marginal_Workers,Household_size_5_persons_Households,Households_with_Car_Jeep_Van,Power_Parity_Rs_45000_90000,Ownership_Rented_Households,Household_size_3_to_5_persons_Households,confirmed,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Location_of_drinking_water_source_Away_Households,type_Private Laboratory,Gender_Ratio,Main_source_of_drinking_water_Tapwater_Households,Others_Religions,active,Power_Parity_Rs_45000_150000,Household_size_2_persons_Households,Type_of_latrine_facility_Other_latrine_Households,Power_Parity_Rs_425000_545000,Middle_Education,Power_Parity_Rs_240000_330000,Having_bathing_facility_Total_Households,Urban_Households,deceased,Married_couples_1_Households,Female_ST,Negative,Power_Parity_Above_Rs_545000,Households_with_Scooter_Motorcycle_Moped,Household_size_1_to_2_persons,Household_size_9_persons_and_above_Households,NumUrbanBeds_NHP18,Household_size_3_persons_Households,type_Government Laboratory,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Main_source_of_drinking_water_Other_sources_Households,Urban_population,NumPrimaryHealthCenters_HMIS,Power_Parity_Rs_150000_330000,Religion_Not_Stated,Male_ST,Power_Parity_Rs_330000_425000,SC,Female_SC,NumPublicBeds_HMIS,Household_size_1_person_Households,Male_SC,Main_source_of_drinking_water_Un_covered_well_Households,ST,Female_Workers,Household_size_6_8_persons_Households,Primary_Education,Married_couples_None_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Density,Power_Parity_Rs_150000_240000,Households_with_Telephone_Mobile_Phone_Mobile_only,TotalSamples,Households_with_Internet,Type_of_latrine_facility_Pit_latrine_Households,Non_Workers,Household_Workers,Hindus,Power_Parity_Rs_90000_150000,LPG_or_PNG_Households,TotalPublicHealthFacilities_HMIS,Power_Parity_Rs_330000_545000,Not_having_bathing_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_River_Canal_Households,Male,Married_couples_2_Households,NumUrbanHospitals_NHP18,Secondary_Education,NumRuralHospitals_NHP18,Female_Literate,Nationality,Population,NumSubDistrictHospitals_HMIS,Christians,Location_of_drinking_water_source_Within_the_premises_Households,Below_Primary_Education,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Household_size_4_persons_Households,Literate_Education,Married_couples_3_or_more_Households,Rural_Households
110,6,Bihar,Darbhanga,0,1,0,3937385,129597,111,38607,1125566,2,731347,328,529314,202524,63,0,6083,832,592201,1816634,6756,4231743,320695,152540,440719,881476,592006,2468,1223640,300006,80085,2535344,26073,"94,163",771056,199508,5197,0,654,642115,53205,245,65837,3514,17179,1877436,2203198,994,127442,13027,11188,236,43,947927,332426,1002713,92341436,215,236673,15973,865971,785953,492293,151930,10325,1489,10615,396000,1,22536,127849,0,918,19499,101,1,2184,97067,3717,37,332382,16,247667,95539,0,634400,1411,2299,49,52586,115803,44346,5936,102760,6,16793,175999,8972,11758016,2007,227,8232,1361,23,615688,293361,17796,18736,322327,868,2772,275713,249637,490534,73321,1779,"1,102",211,407567,18179,6280,23778,2713745,44846,3042729,695,59510,2146,60,558119,860,2059949,81916,103,224622,930,691068,India,104099452,33,3534,345511,672797,1245,141310,2028545,16149,907174
111,6,Bihar,Lakhisarai,1,2,0,1000912,27261,184,1875,305182,2,201866,328,130655,52316,63,1,6083,140,109840,507270,775,1048922,49052,48001,95917,40886,146148,3109,326576,74528,31048,650642,3814,"94,163",127198,28996,747,0,1357,159970,8862,52,12827,904,2869,474567,450967,222,44491,9874,4162,78,43,240494,58733,207645,92341436,227,78532,2517,218840,158930,124710,28867,2415,376,3444,64137,4,8540,30335,0,918,9477,52,3,557,10049,971,17,111684,8,60658,31763,0,101792,4086,2299,15,9577,12564,25272,5936,12890,6,965,39423,3221,11758016,2007,83,2821,4247,11,153209,73140,17796,2515,80069,21038,8333,86082,62457,149312,18133,462,"1,102",75,90531,18179,1186,7591,674336,13546,956396,181,12938,2146,28,103772,425,526345,30165,103,85807,930,202088,India,104099452,33,487,75362,172076,332,22380,597955,14340,175882
112,6,Bihar,Madhubani,2,3,0,4487379,137780,349,30900,1340085,2,1074091,328,611899,166993,63,0,6083,564,725870,2155338,5601,4702068,416574,170563,486531,818912,704604,4700,1636938,244482,73851,2860455,11352,"94,163",859607,300530,4200,0,1412,940642,65548,328,43081,3520,19016,2158066,2003079,1090,113281,22106,13393,442,43,1105947,412398,1088786,92341436,207,396880,14946,1009424,884913,562847,175465,11636,1535,8410,441220,5,19942,142744,0,918,19775,169,5,2203,102414,3401,17,520875,7,235903,41234,0,681994,1934,2299,26,59254,123167,58731,5936,108433,6,18924,172231,11240,11758016,2007,172,11534,2056,10,587158,283769,17796,20753,303389,2224,3990,530991,278421,771417,74516,1462,"1,102",165,452569,18179,5319,16915,2850441,54934,3652168,668,47090,2146,27,665636,546,2329313,116811,103,303114,930,815253,India,104099452,33,3262,346397,783888,1258,157322,2698989,28218,1047552
113,6,Bihar,Munger,12,10,0,1367765,64469,118,7168,473741,3,233402,328,188319,102385,63,11,6083,338,158542,801817,2586,1348410,112707,101907,149671,110416,236192,1638,426658,167566,69973,860147,4394,"94,163",184033,56958,2838,0,463,196449,17946,95,20065,1424,6558,638724,498676,287,90461,6965,6270,145,43,327453,93833,308063,92341436,226,45953,4853,316713,248457,193256,52077,3755,554,11182,130791,90,13116,43505,0,918,20237,61,78,861,23445,2634,46,146414,20,109560,85782,1,199555,10409,2299,42,24259,28389,18796,5936,30778,6,1855,59858,4871,11758016,2007,157,2576,10995,29,183846,86651,17796,4944,97195,48900,21404,99205,85773,158699,21424,1030,"1,102",137,138260,18179,2653,12592,941107,16690,1252319,307,49141,2146,75,154189,862,729041,33704,103,147152,930,328076,India,104099452,33,1815,126411,226699,419,47936,849734,9066,222281
114,6,Bihar,Nalanda,1,0,0,2877653,133032,325,6072,919558,2,740949,328,403129,149675,63,6,6083,393,330701,1519933,3199,3309573,121583,177358,273472,198033,444936,10089,1045420,237574,87070,1829128,11159,"94,163",390009,81505,3720,0,4144,534021,43848,414,44622,2578,12973,1380593,1324385,624,101378,32597,12252,561,43,703405,164405,616663,92341436,229,221240,9650,642197,464186,304471,83371,7955,1064,17540,191481,35,12505,99223,0,918,38617,64,29,1587,33798,3402,51,320839,22,180298,102522,0,297609,714,2299,48,29239,43622,76349,5936,39387,6,7136,122948,10732,11758016,2007,238,6435,728,31,607672,292432,17796,9824,315240,38426,1442,342015,175870,486266,43233,1462,"1,102",216,250849,18179,4156,18056,1832233,52585,2669775,523,43761,2146,82,307024,303,1497060,99650,103,274556,930,600375,India,104099452,33,1978,223694,581978,892,68723,1985188,46830,514141
115,6,Bihar,Nawada,1,0,0,2219146,64585,238,2137,659474,2,508509,328,288805,77297,63,2,6083,250,265929,1091012,3932,2580956,75606,95943,182748,244394,316609,11542,817041,163118,34020,1440781,3130,"94,163",299668,57986,1322,0,5630,397505,28411,176,34494,1924,5805,1074478,1091439,561,31162,31140,9102,279,43,539439,131390,424874,92341436,237,216400,4704,485628,336216,308532,54284,3991,820,7706,117974,4,5538,65594,0,918,10224,80,2,1194,19722,1644,23,195072,10,132057,45323,0,194211,1048,2299,22,15948,24839,71186,5936,23197,6,5829,91060,7409,11758016,2007,108,8048,997,14,565112,275062,17796,5117,290050,23777,2045,277602,132750,368649,23578,723,"1,102",98,172239,18179,1841,10861,1402105,40018,1964620,374,20522,2146,37,214692,889,1144668,80648,103,161127,930,431538,India,104099452,33,1299,149765,601011,566,40493,1489517,48312,379551
116,6,Bihar,Patna,1,5,0,5838465,452340,463,90643,2028047,3,1371267,328,815638,507581,63,5,6083,4803,433555,3459679,13609,7511199,430595,463361,662665,439952,899309,18736,1881886,867118,453344,3626564,46126,"94,163",666585,227469,61156,0,7766,658203,132582,1062,71080,7065,38617,2759953,2590473,1091,546859,60090,17401,2151,43,1436411,252246,1210094,92341436,230,271216,33562,1382654,829728,510619,175456,49821,2325,104162,411646,39,24702,97253,0,918,231255,203,34,4202,60489,7981,293,920051,129,562795,552103,0,609661,4352,2299,476,176114,78118,139437,5936,83095,6,11250,223867,14948,11758016,2007,821,21668,4717,180,920918,438830,17796,17629,482088,32808,9069,445475,328240,1095655,77267,4474,"1,102",692,590486,18179,40692,33740,3956579,85349,5356075,1877,321307,2146,473,394646,885,3078512,183921,103,698351,930,1431632,India,104099452,33,12551,607942,1244842,1105,153095,4920726,86592,657991
117,6,Bihar,Purnia,0,1,0,3264619,59996,37,59597,805261,2,776385,328,372692,87774,63,0,6083,614,547032,1332326,39859,3285643,291919,83226,258284,1255641,246639,1478,1143318,172039,63200,2155512,11116,"94,163",606448,126408,4252,0,388,745015,33664,353,35470,2641,9510,1565249,1798786,822,86058,8430,18780,1450,43,803275,273244,798596,92341436,211,197424,7568,696556,624039,366933,113962,8390,1115,8720,304012,1,12230,52843,0,918,12331,650,1,1636,75176,2055,35,184327,16,234013,85749,0,517258,68099,2299,36,40178,92221,39326,5936,82784,6,5222,197240,16517,11758016,2007,90,8502,71391,22,390991,187790,17796,17045,203201,1415,139490,340043,205154,360243,59786,888,"1,102",74,241206,18179,4170,16479,2121301,28840,1989420,521,33688,2146,57,406700,1390,1699370,53373,103,119259,930,527065,India,104099452,33,7989,314626,668690,836,107266,1486857,10296,712847
118,6,Bihar,Rohtas,2,14,0,2959918,161555,121,5158,1061783,3,542439,328,407193,128652,63,0,6083,2569,322377,1799832,3809,3065196,224824,194928,312557,300487,432151,13663,924879,252736,106218,1875174,16006,"94,163",412516,123491,4727,0,7318,405544,36279,1584,28748,1555,12400,1416372,876443,299,114893,37743,6761,252,43,707939,73129,608061,92341436,234,218087,8169,673742,433720,382440,75928,10819,588,15995,166203,31,6234,26201,0,918,25242,537,31,951,27143,2969,45,399053,20,248462,95678,0,260042,15251,2299,46,49892,35246,87548,5936,32977,6,5119,163333,5613,11758016,2007,187,6185,16399,28,549546,262950,17796,8103,286596,8126,31650,216940,166881,548971,33837,1544,"1,102",167,291988,18179,4594,5419,2035039,48512,2645415,363,41659,2146,73,207416,556,1543546,103275,103,333053,930,738049,India,104099452,33,2889,356548,535187,471,57298,2188753,58724,512383
119,6,Bihar,Saran,0,1,0,3951862,148065,71,5389,1285767,2,545520,328,585386,137526,63,1,6083,371,495841,2157454,3330,3967204,431759,213251,423960,406449,586793,16311,1040231,272570,128169,2516115,9848,"94,163",578710,243581,5009,0,7004,493461,37442,229,55407,3667,15821,1929041,1313700,892,94787,47458,7068,322,43,857660,207758,777622,92341436,219,232097,9488,847031,628222,494711,101370,10948,1553,8764,226877,4,7986,52347,0,918,27833,107,3,2279,38867,2889,43,433759,19,276656,76299,0,384243,18464,2299,52,68604,52247,124352,5936,47876,6,3010,203347,6158,11758016,2007,374,7282,18322,27,474066,231090,17796,13380,242976,24127,36786,182571,238266,693465,54359,1249,"1,102",355,398651,18179,4509,7473,2911631,42103,3534772,726,51822,2146,70,365086,435,2022821,132367,103,361171,930,871687,India,104099452,33,2330,381637,793945,404,77631,2653504,70773,701323
120,6,Chandigarh,Chandigarh,5,4,0,1055450,174528,36,2001,465346,3,385929,40,148945,206017,2,17,0,138329,7578,805438,346,915756,135055,98786,209783,51447,226263,676,404136,395072,193932,602411,20188,114,6167,65936,67323,0,119,1687,78113,1160,8256,34145,14027,474787,184265,893,231204,4872,1372,1960,4,328159,27384,298367,28991,55,2578,47345,303748,112043,18207,44396,60494,3631,110377,144460,45,542,5182,0,818,227354,246,28,10783,24396,196,4461,114209,2444,210801,289456,0,162464,0,777,7897,109701,39616,7984,778,36024,3,263,7208,1120,1026459,40,6729,1014,0,3382,199086,92730,3756,15220,106356,45,0,75977,43001,118667,42854,164,"9,252",4285,148411,843,44283,1178,651314,4799,852574,7152,168344,47,7843,24260,12,580663,24076,4,124707,0,340092,India,1055450,1,8720,202495,80406,204,64040,731491,5667,8911
121,6,Karnataka,Dakshina Kannada,1,1,0,2089649,185916,2291,34891,864019,2,914476,512,407902,394069,207,11,21072,525,29334,1666323,880,2017329,69944,178989,375945,501896,416185,2820,997721,746430,285365,1072417,36295,"191,791",37994,147263,31907,0,662,29274,55233,445,11507,3959,42129,1054935,298846,340,386300,12553,18107,10397,42,620903,57564,650292,37469335,575,33810,102433,608450,359286,83245,79757,47655,884,55501,255603,20,2859,30556,5,973,185763,138,7,1935,36967,368,360,296110,159,404062,317373,2,289936,41307,43791,461,97610,51207,30620,49093,65931,12,289,11274,5299,23625962,2547,642,996,40961,222,148178,74854,56333,14240,73324,172955,82268,376818,87861,520715,69632,87,319,483,231383,45685,23305,89910,1091928,188207,1403854,1051,175270,2943,582,21229,1988,1034714,49688,374,309141,2471,802304,India,61095297,147,171398,337171,191317,8529,109915,1718483,16035,332919
122,6,Karnataka,Mandya,1,1,0,1805769,102838,353,58173,638668,2,714901,512,375100,159818,207,4,21072,322,261123,1149649,1126,1775228,192330,157839,265094,77801,415226,1467,871408,248434,236020,902307,19987,"191,791",84217,103964,6547,0,300,216159,20265,299,18238,2628,28508,900684,504734,408,391033,9232,3243,3607,42,575203,208469,562302,37469335,573,388981,15234,527236,370797,156507,77223,8188,779,47339,281659,18,4053,57395,5,973,330827,109,14,1388,41173,2271,300,226552,134,388674,103435,0,297441,11092,43791,53,96273,59667,12979,49093,72440,12,151,21176,2085,23625962,2547,290,2430,11310,188,265294,133619,56333,18494,131675,5650,22402,296205,72273,309476,61681,1460,319,156,221352,45685,3367,91950,934361,17834,1712695,609,80452,2943,488,37904,673,905085,56457,374,308624,2471,510981,India,61095297,147,8506,160714,145178,132,131996,1270494,10999,458867
123,6,Kerala,Kottayam,0,2,0,1974551,221350,6936,6897,861592,3,604553,481,565048,464124,229,3,16865,204,12340,1749798,1548,1927701,76041,280720,451226,126499,467182,298,735735,604169,406922,811653,52339,"38,863",7562,117604,50903,0,21,63052,83999,358,19478,3071,57483,1006262,134393,481,464039,5858,26930,83,53,530322,71856,678161,17471135,597,49991,202339,596302,434540,131182,95420,73096,918,37276,330354,20,25137,58162,2,1084,110023,565,17,1811,54557,509,70,373998,276,416985,196194,0,346188,10998,22537,88,122177,70095,6001,21139,84509,10,168,15549,15927,15934926,933,517,4636,10974,105,153909,78406,39511,15538,75503,177265,21972,205413,74003,271496,55261,290,859,241,191404,23271,37849,149689,1238816,18523,983598,893,187213,1297,175,63468,730,968289,72827,299,475724,981,888206,India,33406061,82,858608,350435,117681,3337,150425,1793308,6177,481967
124,6,Maharashtra,Mumbai,0,1,0,3085411,343374,465,275,1410680,3,1209334,8068,583243,427208,430,641,12398,13471,9340,2509022,15577,2829453,56086,378764,602209,773173,621109,2446,1284396,1227062,543699,1553005,57044,"307,713",7707,221503,100244,0,541,5745,204234,134257,9825,60163,61038,1400803,262312,1001,625927,15197,5759,166000,70,1021009,85525,1107321,61556074,519,6051,150960,933586,428162,75062,113720,80168,3485,185170,369160,5407,6813,10889,19,929,623468,31094,4547,13819,69186,11722,7597,603937,3595,610641,1107321,219,409944,11605,107079,18289,105842,105710,34584,39048,102012,20,1044,36613,3741,50818259,2638,14430,9099,13488,5027,219934,108370,68998,36524,111564,273,25093,263387,128284,399792,135178,9819,365,10835,390211,115147,121344,9072,1801015,45538,1873762,10334,494883,3239,12624,27097,453,1684608,74432,438,665263,273,1098342,India,112374333,101,84555,541324,118967,1100,153428,2567141,18184,0
125,6,Punjab,Patiala,1,0,0,1895686,141947,84,119054,711052,3,570391,330,335100,309524,146,2,5805,1059944,48546,1266791,988,1799588,253101,157435,303548,40043,342661,2872,660267,434315,308440,1042519,27272,"50,362",144431,59162,46072,0,600,89123,55105,245,21277,5679,19894,893164,518772,241,352929,17967,8828,1914,28,549661,39120,517369,17344192,48,113182,42077,517079,325608,89876,81295,57008,905,28546,212045,61,17631,15679,2,895,207661,1410,58,2140,21213,3079,857,239609,464,327085,218090,1,235508,0,12333,687,193945,28857,23659,12128,40628,3,178,34749,8370,10399146,521,1158,3141,0,597,465359,220856,13527,7644,244503,361,0,110606,97179,283837,30740,2101,550,694,241577,15516,24274,67168,1235419,23647,783306,1235,209192,742,1454,34655,213,1002522,74053,172,256826,510,555739,India,27743338,47,5683,306941,173890,161,90122,1280816,21439,299279
126,6,Rajasthan,Jaipur,2,1,0,6626178,703673,506,199415,2554793,3,2060010,2262,884057,694107,579,244,21088,18782,447406,4300965,4493,6479703,393025,455527,974168,687452,993436,23600,2464893,1497985,764302,4091148,96562,"342,239",369476,323016,141437,0,8847,131523,182350,1020,28725,12219,46724,3157671,2046038,890,990085,84826,76809,81079,33,1714947,347145,1732679,51500352,110,744374,128107,1646480,1001457,404883,224361,142866,3164,127486,557723,833,20309,162499,1,928,661375,257,562,6742,74295,3298,827,823570,645,816767,977838,27,740126,251328,80830,1476,523398,101991,143995,10760,107364,8,1007,117380,31144,17048085,2463,1775,4900,276638,509,1003302,478471,51844,27696,524831,32079,527966,749946,342195,875940,89953,1616,201,1130,799337,87777,76565,54544,4161285,91011,5819980,3578,570997,3139,1336,329137,1608,3468507,198552,150,659389,602,1746172,India,68548437,64,12708,636260,819004,43551,225998,4433665,117273,754841
127,6,Tamil Nadu,Chennai,16,31,0,4646732,905515,1061,43461,1968079,3,1619554,1937,899279,1057802,385,99,40179,2851,6553,3776276,6894,4061097,409796,464207,1017122,439270,1092062,1926,1817297,1751824,1055696,2271657,67277,"130,058",170162,398414,264763,0,414,13674,355838,2804,9435,15742,114191,2310888,419065,471,1096334,15288,19543,51708,32,1369302,245763,1314125,37229590,603,14454,214074,1468902,522493,197743,182588,146388,2117,565934,798018,575,2587,16519,10,996,908587,1759,476,5802,139139,3927,1214,720331,1866,1073399,1314125,0,859219,4854,83021,3686,515581,169721,15916,37353,237897,16,619,15930,18353,34917440,1854,3820,38356,5207,748,779667,390666,72616,30582,389001,3500,10061,447995,122912,516445,118340,2888,555,1954,688857,94781,217368,7440,2829435,37345,3751322,3685,910262,2581,1962,33168,49,2335844,111380,525,801050,692,1808197,India,72147030,310,358662,844285,167207,80,377533,3642032,17628,0
128,6,Tamil Nadu,Madurai,3,1,0,3038252,363152,2055,62999,1223810,3,1173902,1937,593827,472221,385,28,40179,520,283179,2273430,2532,2847799,325803,250285,618922,168881,714764,762,1354632,841792,708942,1528178,39350,"130,058",90919,228106,54832,0,129,372828,95311,199,10479,6917,41298,1511777,449125,458,754141,7350,23070,1532,32,902704,434208,1010441,37229590,623,92719,47472,913715,491822,180730,139168,30852,1632,279755,552457,79,7653,65204,10,996,678712,305,51,3158,113256,8103,710,532616,502,551839,592723,0,605700,5474,83021,738,228557,153915,8561,37353,154348,16,304,66623,19034,34917440,1854,1482,8602,5622,372,408976,203878,72616,40659,205098,3207,11096,451928,83006,525151,112608,5747,555,980,530152,94781,34097,26772,1683620,47293,2760502,1526,391821,2581,1082,246100,810,1526475,71390,525,453509,692,1049620,India,72147030,310,97711,298527,234611,1171,258941,2398674,8241,417718
129,6,Tamil Nadu,Viluppuram,0,1,0,3458873,229726,842,59841,1234479,2,1260802,1937,624042,169801,385,18,40179,325,621276,2195776,3476,3430072,351418,246856,547305,133896,459716,1706,1703249,463153,676077,1881463,45680,"130,058",90689,101921,14829,0,368,832213,43311,238,15143,5306,35440,1718054,999902,730,748444,12652,9540,4032,32,1017383,612231,967314,37229590,607,369646,27731,949892,726665,442447,175528,13030,2002,67280,518788,52,7054,57534,10,996,663958,278,34,3043,86811,3534,271,549742,437,307759,159272,0,579796,37289,83021,143,184050,114590,16143,37353,120940,16,190,125683,5283,34917440,1854,1001,6884,37570,118,1015716,504847,72616,27779,510869,35352,74859,685866,154822,646306,102350,1117,555,564,484134,94781,8472,21746,1755624,38237,3174941,1041,228172,2581,389,496584,1555,1740819,107471,525,508930,692,961297,India,72147030,310,138279,134578,202930,1860,222320,2430170,14726,808042
130,7,Bihar,Araria,0,1,0,2811569,39627,34,54827,727643,1,696410,346,324091,52549,63,0,6083,371,505071,1195768,2523,3139606,279254,68177,240730,1207442,295636,1067,1069893,130666,40387,1872943,6938,"94,163",543136,125606,1645,0,299,691947,29796,187,21557,2035,8513,1348236,1653766,708,43290,6416,8327,1910,43,708391,213049,703274,92341436,209,222913,6631,612012,550065,373483,106781,5041,866,6185,277849,1,6741,31056,0,918,8056,63,1,1241,67876,1442,20,206161,9,225043,44213,0,459413,18961,2299,22,31983,80376,28036,5936,73656,6,3621,204426,7171,11758016,2007,33,3955,19887,12,382654,184407,17796,12500,198247,718,38848,361502,175194,426625,46453,753,"1,102",24,225586,19790,2561,8308,1741676,24367,1593525,375,17004,2146,32,336412,611,1463333,47807,103,112955,930,468125,India,104099452,33,4116,317350,625357,511,97412,1485840,7782,659061
131,7,Bihar,Banka,1,0,0,2034763,35767,329,2243,590961,2,374097,346,278863,46555,63,0,6083,139,330510,965321,2585,2094476,159201,63103,181116,250925,341709,3613,771080,109346,32859,1291235,3922,"94,163",253728,78757,1339,0,1109,462614,22300,113,25641,1738,6235,967623,879831,510,62359,14195,11712,94,43,517817,161124,444096,92341436,225,172440,3983,462080,372571,396983,74513,3258,764,3728,181580,3,5766,109898,0,918,15071,1035,3,1089,32221,908,8,196305,4,88429,18492,0,272892,44531,2299,10,24398,38997,31266,5936,41314,6,9460,65488,5121,11758016,2007,116,3664,45901,5,247858,118195,17796,6776,129663,94533,90432,253263,128170,386707,25148,475,"1,102",112,170898,19790,1704,3944,1263683,26680,1772655,325,15459,2146,13,291584,5796,1067140,63056,103,120653,930,374360,India,104099452,33,6138,108991,408188,466,65753,1214645,18917,425604
132,7,Bihar,Buxar,0,1,0,1706352,64117,94,3437,593544,3,328547,346,253998,64826,63,1,6083,248,194429,989807,2228,1802491,137996,89306,174119,105423,244087,9136,538322,127938,48405,1074754,5224,"94,163",240965,78643,2034,0,5116,251790,19324,5090,27055,1556,7107,818375,457814,392,46760,23401,4002,97,43,402180,54463,334657,92341436,232,132472,4408,375372,254972,209775,40198,5341,653,4718,88936,26,3597,19459,0,918,10728,57,25,966,15443,1201,19,256124,8,130771,35405,0,144919,12722,2299,25,26325,20068,56545,5936,18203,6,2628,92957,3395,11758016,2007,143,1858,14102,12,251737,119916,17796,4625,131821,4471,26824,136142,96849,420187,20387,589,"1,102",135,162604,19790,1784,3645,1168030,26122,1591454,313,27362,2146,31,131627,212,887977,59439,103,178044,930,396263,India,104099452,33,2125,188476,331675,301,30535,1344677,37653,299252
133,7,Bihar,Gopalganj,0,6,0,2562012,79109,70,786,793905,2,363111,346,370662,84425,63,3,6083,271,333174,1382998,2341,2714598,312727,123249,316314,436057,370511,10885,728201,154527,61380,1642807,7690,"94,163",399026,154764,3571,0,4639,338666,33596,167,33324,2370,13560,1294346,977719,596,69375,32551,3307,133,43,539586,143078,554058,92341436,217,208959,6263,546202,412706,365090,65861,9508,1022,5453,145088,18,5159,23320,0,918,16485,28,15,1480,23345,2101,20,291624,9,209045,38133,0,248009,30974,2299,25,51902,31186,87471,5936,29960,6,992,155311,2591,11758016,2007,238,3631,29833,12,320064,160799,17796,7841,159265,950,60807,188615,157982,470828,36327,740,"1,102",229,296491,19790,3707,5837,1833811,26049,2119262,458,31193,2146,32,212682,229,1267666,89316,103,223776,930,589093,India,104099452,33,2463,255329,540603,417,49267,1736879,48075,515925
134,7,Bihar,Jehanabad,0,3,0,1125313,45519,56,1009,374412,2,251690,346,155106,50439,63,0,6083,148,129431,618881,1381,1221874,69637,68748,100130,75742,171798,4802,365378,84676,32086,714244,3539,"94,163",165527,49416,1251,0,1987,179519,11302,248,15987,960,3263,539731,495877,248,27641,14343,3149,60,43,266423,60659,214792,92341436,239,86108,2527,254582,176076,113688,30599,2522,408,4205,69576,4,2913,21606,0,918,6054,58,4,598,11836,871,10,117558,5,74772,28132,0,108063,618,2299,13,13682,14984,31213,5936,14459,6,4098,49655,2880,11758016,2007,86,3249,667,6,222974,107940,17796,3148,115034,5236,1285,98955,65873,165906,12597,249,"1,102",81,94340,19790,1106,3673,759935,15075,1045117,190,15507,2146,16,106874,54,585582,39854,103,112966,930,244469,India,104099452,33,691,99381,211761,159,24518,725997,21132,186660
135,7,Bihar,Munger,0,2,0,1367765,64469,118,7168,473741,3,233402,346,188319,102385,63,11,6083,338,158542,801817,2586,1348410,112707,101907,149671,110416,236192,1638,426658,167566,69973,860147,4394,"94,163",184033,56958,2838,0,463,196449,17946,95,20065,1424,6558,638724,498676,287,90461,6965,6270,145,43,327453,93833,308063,92341436,226,45953,4853,316713,248457,193256,52077,3755,554,11182,130791,92,13116,43505,0,918,20237,61,80,861,23445,2634,46,146414,20,109560,85782,1,199555,10409,2299,42,24259,28389,18796,5936,30778,6,1855,59858,4871,11758016,2007,157,2576,10995,29,183846,86651,17796,4944,97195,48900,21404,99205,85773,158699,21424,1030,"1,102",137,138260,19790,2653,12592,941107,16690,1252319,307,49141,2146,75,154189,862,729041,33704,103,147152,930,328076,India,104099452,33,1815,126411,226699,419,47936,849734,9066,222281
136,7,Bihar,Sheikhpura,0,1,0,636342,19676,75,526,196431,2,148002,346,85045,30019,63,0,6083,75,72266,328676,924,715127,33652,33856,61568,37653,93800,2536,224655,50531,16279,413475,3399,"94,163",85547,20176,635,0,1172,109696,8873,41,9398,565,2163,306599,305609,153,20065,7777,2558,43,43,151569,42462,132638,92341436,228,54511,2362,136898,100345,76653,16568,1728,231,2119,36901,1,3288,22635,0,918,5094,31,1,347,6427,603,12,59529,5,35018,24345,0,61869,312,2299,12,6933,8345,19437,5936,7547,6,1852,22966,2275,11758016,2007,35,2084,305,7,131115,63533,17796,1918,67582,8860,617,73086,39065,110525,8850,402,"1,102",30,57043,19790,631,5778,411687,9917,596102,116,6803,2146,19,68730,49,329743,21544,103,52860,930,132245,India,104099452,33,313,38651,129673,159,12786,409518,11485,108293
